Arduino Datalogger Output
Temperature and Relative Humidity Sensor Output
Measurements using a AM2301B Sensor
RecordNumber,Time_s,AvgTemperature_DegC,AvgHumidity_%
908,54480.00,19.25,43.30
909,54540.00,19.26,43.28
910,54600.00,19.26,43.29
911,54660.00,19.27,43.28
912,54720.00,19.28,43.29
913,54780.00,19.27,43.28
914,54840.00,19.27,43.27
915,54900.00,19.28,43.30
916,54960.00,19.27,43.27
917,55020.00,19.27,43.24
918,55080.00,19.28,43.21
919,55140.00,19.27,43.18
920,55200.00,19.27,43.17
921,55260.00,19.28,43.18
922,55320.00,19.28,43.12
923,55380.00,19.27,43.11
924,55440.00,19.28,43.11
925,55500.00,19.27,43.10
926,55560.00,19.27,43.10
927,55620.00,19.27,43.09
928,55680.00,19.26,43.07
929,55740.00,19.27,43.04
930,55800.00,19.26,43.02
931,55860.00,19.26,43.03
932,55920.00,19.26,43.01
933,55980.00,19.26,42.98
934,56040.00,19.26,42.98
935,56100.00,19.25,42.95
936,56160.00,19.26,42.93
937,56220.00,19.26,42.95
938,56280.00,19.25,42.96
939,56340.00,19.24,42.94
940,56400.00,19.24,42.93
941,56460.00,19.25,42.91
942,56520.00,19.24,42.89
943,56580.00,19.24,42.88
944,56640.00,19.24,42.89
945,56700.00,19.24,42.84
946,56760.00,19.23,42.83
947,56820.00,19.24,42.81
948,56880.00,19.23,42.82
949,56940.00,19.22,42.81
950,57000.00,19.23,42.77
951,57060.00,19.22,42.80
952,57120.00,19.22,42.80
953,57180.00,19.21,42.75
954,57240.00,19.20,42.76
955,57300.00,19.20,42.73
956,57360.00,19.22,42.69
957,57420.00,19.20,42.75
958,57480.00,19.19,42.78
959,57540.00,19.19,42.70
960,57600.00,19.19,42.70
961,57660.00,19.20,42.67
962,57720.00,19.19,42.69
963,57780.00,19.18,42.69
964,57840.00,19.17,42.69
965,57900.00,19.17,42.63
966,57960.00,19.17,42.66
967,58020.00,19.16,42.65
968,58080.00,19.17,42.62
969,58140.00,19.16,42.65
970,58200.00,19.15,42.63
971,58260.00,19.15,42.62
972,58320.00,19.15,42.61
973,58380.00,19.14,42.61
974,58440.00,19.14,42.61
975,58500.00,19.13,42.61
976,58560.00,19.13,42.61
977,58620.00,19.13,42.58
978,58680.00,19.13,42.56
979,58740.00,19.11,42.56
980,58800.00,19.12,42.55
981,58860.00,19.12,42.60
982,58920.00,19.12,42.55
983,58980.00,19.11,42.58
984,59040.00,19.10,42.58
985,59100.00,19.09,42.59
986,59160.00,19.09,42.56
987,59220.00,19.09,42.57
988,59280.00,19.08,42.55
989,59340.00,19.07,42.50
990,59400.00,19.07,42.52
991,59460.00,19.07,42.50
992,59520.00,19.06,42.51
993,59580.00,19.06,42.51
994,59640.00,19.06,42.50
995,59700.00,19.05,42.48
996,59760.00,19.05,42.50
997,59820.00,19.05,42.51
998,59880.00,19.04,42.48
999,59940.00,19.05,42.52
1000,60000.00,19.06,42.54
1001,60060.00,19.07,42.51
1002,60120.00,19.06,42.59
1003,60180.00,19.09,42.63
1004,60240.00,19.10,42.65
1005,60300.00,19.11,42.69
1006,60360.00,19.11,42.75
1007,60420.00,19.13,42.79
1008,60480.00,19.13,42.84
1009,60540.00,19.14,42.87
1010,60600.00,19.14,42.89
1011,60660.00,19.15,42.88
1012,60720.00,19.15,42.89
1013,60780.00,19.16,42.86
1014,60840.00,19.16,42.87
1015,60900.00,19.17,42.84
1016,60960.00,19.17,42.87
1017,61020.00,19.16,42.84
1018,61080.00,19.16,42.86
1019,61140.00,19.18,42.85
1020,61200.00,19.18,42.87
1021,61260.00,19.17,42.81
1022,61320.00,19.17,42.81
1023,61380.00,19.18,42.81
1024,61440.00,19.17,42.83
1025,61500.00,19.18,42.82
1026,61560.00,19.18,42.78
1027,61620.00,19.18,42.79
1028,61680.00,19.18,42.76
1029,61740.00,19.17,42.75
1030,61800.00,19.17,42.73
1031,61860.00,19.17,42.73
1032,61920.00,19.16,42.71
1033,61980.00,19.16,42.72
1034,62040.00,19.17,42.69
1035,62100.00,19.15,42.68
1036,62160.00,19.15,42.68
1037,62220.00,19.16,42.65
1038,62280.00,19.16,42.63
1039,62340.00,19.16,42.65
1040,62400.00,19.15,42.63
1041,62460.00,19.16,42.64
1042,62520.00,19.15,42.62
1043,62580.00,19.14,42.59
1044,62640.00,19.14,42.60
1045,62700.00,19.15,42.57
1046,62760.00,19.14,42.58
1047,62820.00,19.13,42.56
1048,62880.00,19.13,42.56
1049,62940.00,19.12,42.56
1050,63000.00,19.13,42.55
1051,63060.00,19.13,42.60
1052,63120.00,19.11,42.58
1053,63180.00,19.11,42.58
1054,63240.00,19.11,42.56
1055,63300.00,19.10,42.57
1056,63360.00,19.10,42.52
1057,63420.00,19.09,42.52
1058,63480.00,19.08,42.54
1059,63540.00,19.07,42.56
1060,63600.00,19.06,42.55
1061,63660.00,19.06,42.56
1062,63720.00,19.05,42.54
1063,63780.00,19.04,42.55
1064,63840.00,19.05,42.54
1065,63900.00,19.03,42.57
1066,63960.00,19.02,42.59
1067,64020.00,19.03,42.57
1068,64080.00,19.03,42.58
1069,64140.00,19.00,42.56
1070,64200.00,19.01,42.56
1071,64260.00,18.99,42.58
1072,64320.00,18.99,42.58
1073,64380.00,18.99,42.55
1074,64440.00,18.99,42.57
1075,64500.00,18.98,42.60
1076,64560.00,18.97,42.52
1077,64620.00,18.98,42.55
1078,64680.00,18.98,42.53
1079,64740.00,18.96,42.51
1080,64800.00,18.96,42.51
1081,64860.00,18.96,42.50
1082,64920.00,18.95,42.50
1083,64980.00,18.95,42.50
1084,65040.00,18.94,42.49
1085,65100.00,18.94,42.51
1086,65160.00,18.94,42.53
1087,65220.00,18.93,42.51
1088,65280.00,18.92,42.53
1089,65340.00,18.92,42.51
1090,65400.00,18.91,42.50
1091,65460.00,18.91,42.51
1092,65520.00,18.90,42.53
1093,65580.00,18.89,42.50
1094,65640.00,18.90,42.51
1095,65700.00,18.88,42.52
1096,65760.00,18.88,42.50
1097,65820.00,18.87,42.52
1098,65880.00,18.92,42.66
1099,65940.00,19.13,42.36
1100,66000.00,19.45,41.58
1101,66060.00,19.77,40.82
1102,66120.00,20.04,40.23
1103,66180.00,20.29,39.70
1104,66240.00,20.52,39.27
1105,66300.00,20.74,38.89
1106,66360.00,20.97,38.59
1107,66420.00,21.24,38.05
1108,66480.00,21.53,37.42
1109,66540.00,21.81,36.46
1110,66600.00,22.07,35.57
1111,66660.00,22.30,34.98
1112,66720.00,22.47,34.58
1113,66780.00,22.60,34.32
1114,66840.00,22.69,34.20
1115,66900.00,22.78,33.86
1116,66960.00,22.86,33.76
1117,67020.00,22.94,33.73
1118,67080.00,23.13,33.44
1119,67140.00,23.43,32.89
1120,67200.00,23.79,32.16
1121,67260.00,24.10,31.35
1122,67320.00,24.35,30.96
1123,67380.00,24.55,30.63
1124,67440.00,24.74,30.61
1125,67500.00,24.91,30.18
1126,67560.00,25.11,30.17
1127,67620.00,25.33,29.41
1128,67680.00,25.48,29.16
1129,67740.00,25.56,29.07
1130,67800.00,25.68,28.97
1131,67860.00,25.82,28.76
1132,67920.00,25.87,28.66
1133,67980.00,25.89,28.67
1134,68040.00,26.08,28.40
1135,68100.00,26.41,27.82
1136,68160.00,26.59,27.44
1137,68220.00,26.63,27.32
1138,68280.00,26.58,27.39
1139,68340.00,26.50,27.52
1140,68400.00,26.44,27.67
1141,68460.00,26.39,27.73
1142,68520.00,26.46,27.68
1143,68580.00,26.51,27.53
1144,68640.00,26.47,27.54
1145,68700.00,26.48,27.61
1146,68760.00,26.49,27.54
1147,68820.00,26.46,27.84
1148,68880.00,26.69,28.36
1149,68940.00,27.16,27.67
1150,69000.00,27.38,27.18
1151,69060.00,27.37,27.22
1152,69120.00,27.49,27.12
1153,69180.00,27.62,27.02
1154,69240.00,27.76,26.93
1155,69300.00,27.89,26.75
1156,69360.00,28.04,26.54
1157,69420.00,28.00,26.53
1158,69480.00,27.78,26.58
1159,69540.00,27.60,26.42
1160,69600.00,27.45,26.35
1161,69660.00,27.29,26.60
1162,69720.00,27.21,27.05
1163,69780.00,27.43,26.70
1164,69840.00,27.67,26.31
1165,69900.00,27.82,26.01
1166,69960.00,27.80,25.98
1167,70020.00,27.74,26.15
1168,70080.00,27.79,26.11
1169,70140.00,27.90,25.93
1170,70200.00,27.86,25.96
1171,70260.00,27.76,26.07
1172,70320.00,27.59,26.30
1173,70380.00,27.40,26.48
1174,70440.00,27.23,26.76
1175,70500.00,27.18,26.97
1176,70560.00,27.57,26.50
1177,70620.00,27.75,25.87
1178,70680.00,27.50,26.33
1179,70740.00,27.52,26.40
1180,70800.00,27.56,26.26
1181,70860.00,27.47,26.24
1182,70920.00,27.19,26.59
1183,70980.00,26.81,27.09
1184,71040.00,26.44,27.65
1185,71100.00,26.11,28.10
1186,71160.00,25.88,28.66
1187,71220.00,25.73,28.81
1188,71280.00,25.57,29.10
1189,71340.00,25.51,29.16
1190,71400.00,25.49,29.19
1191,71460.00,25.46,29.22
1192,71520.00,25.56,29.16
1193,71580.00,25.84,28.89
1194,71640.00,26.35,28.16
1195,71700.00,26.81,27.50
1196,71760.00,27.15,26.91
1197,71820.00,27.43,26.52
1198,71880.00,27.60,26.20
1199,71940.00,27.72,26.03
1200,72000.00,27.96,25.79
1201,72060.00,28.15,25.43
1202,72120.00,28.23,25.31
1203,72180.00,28.32,25.20
1204,72240.00,28.32,25.32
1205,72300.00,28.19,25.21
1206,72360.00,27.69,25.79
1207,72420.00,27.13,26.50
1208,72480.00,26.62,27.31
1209,72540.00,26.13,28.03
1210,72600.00,25.71,28.67
1211,72660.00,25.43,29.08
1212,72720.00,25.22,29.42
1213,72780.00,25.06,29.70
1214,72840.00,24.95,29.87
1215,72900.00,24.89,30.10
1216,72960.00,24.85,30.18
1217,73020.00,24.82,30.20
1218,73080.00,24.75,30.23
1219,73140.00,24.66,30.34
1220,73200.00,24.63,30.88
1221,73260.00,24.78,31.37
1222,73320.00,24.86,31.26
1223,73380.00,24.83,31.37
1224,73440.00,24.79,31.46
1225,73500.00,24.77,31.52
1226,73560.00,24.78,31.47
1227,73620.00,24.77,31.52
1228,73680.00,24.77,31.51
1229,73740.00,24.76,31.52
1230,73800.00,24.73,31.56
1231,73860.00,24.68,31.66
1232,73920.00,24.63,31.74
1233,73980.00,24.60,31.80
1234,74040.00,24.60,31.84
1235,74100.00,24.58,31.87
1236,74160.00,24.57,31.88
1237,74220.00,24.56,31.90
1238,74280.00,24.53,31.95
1239,74340.00,24.50,32.04
1240,74400.00,24.46,32.07
1241,74460.00,24.41,32.19
1242,74520.00,24.39,32.23
1243,74580.00,24.40,32.19
1244,74640.00,24.38,32.19
1245,74700.00,24.33,32.29
1246,74760.00,24.33,32.29
1247,74820.00,24.33,32.30
1248,74880.00,24.32,32.31
1249,74940.00,24.28,32.33
1250,75000.00,24.27,32.38
1251,75060.00,24.27,32.37
1252,75120.00,24.29,32.35
1253,75180.00,24.28,32.33
1254,75240.00,24.28,32.33
1255,75300.00,24.35,32.37
1256,75360.00,24.49,32.12
1257,75420.00,24.68,31.85
1258,75480.00,24.85,31.65
1259,75540.00,25.16,31.23
1260,75600.00,25.54,30.67
1261,75660.00,25.93,30.03
1262,75720.00,26.29,29.46
1263,75780.00,26.61,29.00
1264,75840.00,26.89,28.62
1265,75900.00,27.12,28.27
1266,75960.00,27.31,28.07
1267,76020.00,27.48,27.79
1268,76080.00,27.63,27.57
1269,76140.00,27.73,27.46
1270,76200.00,27.84,27.27
1271,76260.00,28.06,27.03
1272,76320.00,28.31,26.65
1273,76380.00,28.59,26.12
1274,76440.00,28.80,25.70
1275,76500.00,28.94,25.45
1276,76560.00,29.11,25.22
1277,76620.00,29.19,25.06
1278,76680.00,29.25,24.99
1279,76740.00,29.27,25.01
1280,76800.00,29.19,25.16
1281,76860.00,29.07,25.29
1282,76920.00,29.01,25.39
1283,76980.00,28.98,25.51
1284,77040.00,28.95,25.71
1285,77100.00,28.95,25.77
1286,77160.00,28.92,25.89
1287,77220.00,28.99,25.83
1288,77280.00,29.02,25.82
1289,77340.00,29.01,25.87
1290,77400.00,29.06,25.81
1291,77460.00,29.12,25.79
1292,77520.00,29.07,25.90
1293,77580.00,29.05,25.98
1294,77640.00,29.08,26.00
1295,77700.00,29.13,25.95
1296,77760.00,29.10,26.01
1297,77820.00,29.13,25.13
1298,77880.00,28.99,23.58
1299,77940.00,28.76,23.80
1300,78000.00,28.44,24.32
1301,78060.00,28.07,24.96
1302,78120.00,27.66,25.60
1303,78180.00,27.16,26.29
1304,78240.00,26.71,26.94
1305,78300.00,26.40,27.49
1306,78360.00,26.11,28.09
1307,78420.00,25.95,28.43
1308,78480.00,25.85,28.59
1309,78540.00,25.79,28.61
1310,78600.00,25.68,28.87
1311,78660.00,25.66,29.24
1312,78720.00,25.62,29.08
1313,78780.00,25.54,29.27
1314,78840.00,25.45,29.38
1315,78900.00,25.42,29.47
1316,78960.00,25.38,29.56
1317,79020.00,25.37,29.63
1318,79080.00,25.60,29.31
1319,79140.00,25.93,28.82
1320,79200.00,26.16,28.38
1321,79260.00,26.28,28.16
1322,79320.00,26.66,27.58
1323,79380.00,26.93,27.03
1324,79440.00,26.94,26.81
1325,79500.00,26.81,27.00
1326,79560.00,26.62,27.26
1327,79620.00,26.52,27.39
1328,79680.00,26.42,27.57
1329,79740.00,26.42,27.64
1330,79800.00,26.67,27.34
1331,79860.00,27.03,26.84
1332,79920.00,27.30,26.41
1333,79980.00,27.42,26.23
1334,80040.00,27.37,26.24
1335,80100.00,27.23,26.48
1336,80160.00,27.17,26.62
1337,80220.00,27.30,26.41
1338,80280.00,27.34,26.26
1339,80340.00,27.26,26.34
1340,80400.00,27.11,26.58
1341,80460.00,26.91,26.87
1342,80520.00,26.75,27.21
1343,80580.00,26.81,27.20
1344,80640.00,27.09,26.80
1345,80700.00,27.31,26.46
1346,80760.00,27.41,26.34
1347,80820.00,27.34,26.37
1348,80880.00,27.14,26.62
1349,80940.00,27.21,26.63
1350,81000.00,27.47,26.22
1351,81060.00,27.50,26.05
1352,81120.00,27.33,26.19
1353,81180.00,27.08,26.52
1354,81240.00,26.86,26.80
1355,81300.00,26.72,27.01
1356,81360.00,26.73,27.22
1357,81420.00,26.96,26.87
1358,81480.00,27.18,26.60
1359,81540.00,27.35,26.35
1360,81600.00,27.45,26.15
1361,81660.00,27.51,26.08
1362,81720.00,27.52,25.95
1363,81780.00,27.48,26.00
1364,81840.00,27.38,26.19
1365,81900.00,27.22,26.38
1366,81960.00,27.08,26.54
1367,82020.00,26.96,26.70
1368,82080.00,26.95,26.78
1369,82140.00,26.82,26.90
1370,82200.00,26.57,27.30
1371,82260.00,26.32,27.66
1372,82320.00,26.08,28.05
1373,82380.00,25.86,28.39
1374,82440.00,25.70,28.70
1375,82500.00,25.59,28.93
1376,82560.00,25.50,29.05
1377,82620.00,25.42,29.13
1378,82680.00,25.34,29.25
1379,82740.00,25.25,29.29
1380,82800.00,25.19,29.37
1381,82860.00,25.15,29.46
1382,82920.00,25.07,29.55
1383,82980.00,25.02,29.64
1384,83040.00,24.97,29.75
1385,83100.00,24.92,29.77
1386,83160.00,24.87,29.92
1387,83220.00,24.82,29.99
1388,83280.00,24.78,30.05
1389,83340.00,24.74,30.08
1390,83400.00,24.73,30.05
1391,83460.00,24.73,30.10
1392,83520.00,24.68,30.18
1393,83580.00,24.67,30.22
1394,83640.00,24.66,30.30
1395,83700.00,24.68,30.23
1396,83760.00,24.70,30.20
1397,83820.00,24.65,30.27
1398,83880.00,24.63,30.39
1399,83940.00,24.77,30.24
1400,84000.00,25.05,29.82
1401,84060.00,25.18,29.49
1402,84120.00,25.11,29.56
1403,84180.00,24.96,29.84
1404,84240.00,24.82,30.14
1405,84300.00,24.70,30.36
1406,84360.00,24.59,30.54
1407,84420.00,24.53,30.64
1408,84480.00,24.49,30.62
1409,84540.00,24.44,30.70
1410,84600.00,24.40,30.71
1411,84660.00,24.39,30.71
1412,84720.00,24.41,30.59
1413,84780.00,24.40,30.57
1414,84840.00,24.38,30.61
1415,84900.00,24.32,30.73
1416,84960.00,24.30,30.78
1417,85020.00,24.27,30.84
1418,85080.00,24.21,30.93
1419,85140.00,24.15,30.90
1420,85200.00,24.12,30.93
1421,85260.00,24.17,30.88
1422,85320.00,24.28,31.00
1423,85380.00,24.47,31.40
1424,85440.00,24.68,31.50
1425,85500.00,24.89,31.18
1426,85560.00,25.14,30.81
1427,85620.00,25.44,30.37
1428,85680.00,25.84,29.91
1429,85740.00,26.31,29.25
1430,85800.00,26.78,28.62
1431,85860.00,27.19,28.03
1432,85920.00,27.48,27.22
1433,85980.00,27.61,26.24
1434,86040.00,27.68,26.60
1435,86100.00,27.76,26.18
1436,86160.00,27.78,25.94
1437,86220.00,27.76,25.80
1438,86280.00,27.71,25.92
1439,86340.00,27.70,25.89
1440,86400.00,27.73,25.89
1441,86460.00,27.78,25.69
1442,86520.00,27.70,25.73
1443,86580.00,27.61,25.81
1444,86640.00,27.55,25.76
1445,86700.00,27.51,25.75
1446,86760.00,27.49,25.71
1447,86820.00,27.51,25.75
1448,86880.00,27.55,25.64
1449,86940.00,27.56,25.59
1450,87000.00,27.53,25.74
1451,87060.00,27.63,25.58
1452,87120.00,27.69,25.52
1453,87180.00,27.65,25.52
1454,87240.00,27.60,25.56
1455,87300.00,27.58,25.62
1456,87360.00,27.56,25.74
1457,87420.00,27.60,25.67
1458,87480.00,27.74,25.58
1459,87540.00,27.84,25.51
1460,87600.00,27.83,25.48
1461,87660.00,27.52,25.87
1462,87720.00,27.03,26.55
1463,87780.00,26.60,27.27
1464,87840.00,26.32,27.92
1465,87900.00,26.14,28.21
1466,87960.00,25.97,28.29
1467,88020.00,25.82,28.58
1468,88080.00,25.70,28.77
1469,88140.00,25.56,28.90
1470,88200.00,25.44,29.19
1471,88260.00,25.42,29.23
1472,88320.00,25.35,29.14
1473,88380.00,25.29,29.24
1474,88440.00,25.22,29.35
1475,88500.00,25.16,29.41
1476,88560.00,25.12,29.43
1477,88620.00,25.09,29.50
1478,88680.00,25.04,29.54
1479,88740.00,25.02,29.57
1480,88800.00,24.97,29.60
1481,88860.00,24.94,29.68
1482,88920.00,24.94,29.66
1483,88980.00,24.95,29.73
1484,89040.00,24.95,29.74
1485,89100.00,24.95,29.78
1486,89160.00,24.92,29.84
1487,89220.00,24.88,29.93
1488,89280.00,24.88,29.93
1489,89340.00,24.91,29.90
1490,89400.00,24.92,29.86
1491,89460.00,24.90,29.95
1492,89520.00,24.89,29.91
1493,89580.00,24.91,29.89
1494,89640.00,24.87,29.86
1495,89700.00,24.80,29.84
1496,89760.00,24.71,30.07
1497,89820.00,24.62,30.22
1498,89880.00,24.55,30.37
1499,89940.00,24.45,30.48
1500,90000.00,24.37,30.53
1501,90060.00,24.31,30.57
1502,90120.00,24.23,30.70
1503,90180.00,24.18,30.80
1504,90240.00,24.14,30.89
1505,90300.00,24.27,31.62
1506,90360.00,24.40,31.69
1507,90420.00,24.44,31.68
1508,90480.00,24.44,31.68
1509,90540.00,24.42,31.75
1510,90600.00,24.37,31.83
1511,90660.00,24.33,31.91
1512,90720.00,24.24,32.05
1513,90780.00,24.17,32.17
1514,90840.00,24.09,32.33
1515,90900.00,24.01,32.46
1516,90960.00,23.93,32.58
1517,91020.00,23.87,32.70
1518,91080.00,23.77,32.87
1519,91140.00,23.70,33.02
1520,91200.00,23.60,33.20
1521,91260.00,23.52,33.32
1522,91320.00,23.46,33.48
1523,91380.00,23.38,33.61
1524,91440.00,23.31,33.77
1525,91500.00,23.22,33.87
1526,91560.00,23.16,34.02
1527,91620.00,23.09,34.16
1528,91680.00,23.03,34.29
1529,91740.00,22.96,34.40
1530,91800.00,22.89,34.53
1531,91860.00,22.82,34.64
1532,91920.00,22.75,34.76
1533,91980.00,22.69,34.86
1534,92040.00,22.64,35.00
1535,92100.00,22.57,35.10
1536,92160.00,22.52,35.24
1537,92220.00,22.45,35.38
1538,92280.00,22.40,35.47
1539,92340.00,22.34,35.56
1540,92400.00,22.28,35.66
1541,92460.00,22.24,35.78
1542,92520.00,22.19,35.89
1543,92580.00,22.12,35.98
1544,92640.00,22.08,36.06
1545,92700.00,22.02,36.13
1546,92760.00,21.98,36.21
1547,92820.00,21.94,36.30
1548,92880.00,21.91,36.38
1549,92940.00,21.86,36.47
1550,93000.00,21.82,36.56
1551,93060.00,21.77,36.65
1552,93120.00,21.74,36.74
1553,93180.00,21.71,36.80
1554,93240.00,21.65,36.87
1555,93300.00,21.61,36.94
1556,93360.00,21.58,37.00
1557,93420.00,21.55,37.07
1558,93480.00,21.52,37.13
1559,93540.00,21.49,37.16
1560,93600.00,21.44,37.24
1561,93660.00,21.42,37.36
1562,93720.00,21.38,37.36
1563,93780.00,21.35,37.41
1564,93840.00,21.31,37.48
1565,93900.00,21.27,37.55
1566,93960.00,21.24,37.61
1567,94020.00,21.22,37.65
1568,94080.00,21.20,37.67
1569,94140.00,21.16,37.71
1570,94200.00,21.15,37.78
1571,94260.00,21.12,37.82
1572,94320.00,21.10,37.85
1573,94380.00,21.07,37.91
1574,94440.00,21.06,37.97
1575,94500.00,21.02,38.03
1576,94560.00,20.99,38.08
1577,94620.00,20.97,38.09
1578,94680.00,20.96,38.17
1579,94740.00,20.94,38.20
1580,94800.00,20.91,38.25
1581,94860.00,20.88,38.30
1582,94920.00,20.87,38.32
1583,94980.00,20.85,38.35
1584,95040.00,20.84,38.40
1585,95100.00,20.80,38.37
1586,95160.00,20.78,38.41
1587,95220.00,20.76,38.43
1588,95280.00,20.74,38.48
1589,95340.00,20.72,38.56
1590,95400.00,20.70,38.56
1591,95460.00,20.68,38.57
1592,95520.00,20.67,38.58
1593,95580.00,20.64,38.62
1594,95640.00,20.63,38.70
1595,95700.00,20.61,38.67
1596,95760.00,20.60,38.73
1597,95820.00,20.57,38.78
1598,95880.00,20.57,38.80
1599,95940.00,20.55,38.84
1600,96000.00,20.53,38.87
1601,96060.00,20.51,38.92
1602,96120.00,20.49,38.95
1603,96180.00,20.47,38.98
1604,96240.00,20.45,39.05
1605,96300.00,20.44,39.04
1606,96360.00,20.42,39.04
1607,96420.00,20.40,39.10
1608,96480.00,20.39,39.12
1609,96540.00,20.36,39.20
1610,96600.00,20.36,39.22
1611,96660.00,20.33,39.25
1612,96720.00,20.32,39.23
1613,96780.00,20.31,39.26
1614,96840.00,20.29,39.32
1615,96900.00,20.27,39.32
1616,96960.00,20.26,39.37
1617,97020.00,20.25,39.41
1618,97080.00,20.22,39.35
1619,97140.00,20.22,39.37
1620,97200.00,20.19,39.41
1621,97260.00,20.19,39.40
1622,97320.00,20.18,39.44
1623,97380.00,20.16,39.48
1624,97440.00,20.13,39.53
1625,97500.00,20.12,39.54
1626,97560.00,20.10,39.57
1627,97620.00,20.08,39.59
1628,97680.00,20.07,39.58
1629,97740.00,20.06,39.60
1630,97800.00,20.07,39.65
1631,97860.00,20.03,39.65
1632,97920.00,20.02,39.68
1633,97980.00,20.00,39.74
1634,98040.00,20.00,39.77
1635,98100.00,19.99,39.74
1636,98160.00,19.98,39.77
1637,98220.00,19.96,39.80
1638,98280.00,19.95,39.80
1639,98340.00,19.95,39.86
1640,98400.00,19.93,39.84
1641,98460.00,19.92,39.89
1642,98520.00,19.89,39.92
1643,98580.00,19.88,39.95
1644,98640.00,19.88,39.91
1645,98700.00,19.87,39.97
1646,98760.00,19.85,39.97
1647,98820.00,19.85,40.02
1648,98880.00,19.83,39.99
1649,98940.00,19.82,40.02
1650,99000.00,19.81,39.99
1651,99060.00,19.80,39.99
1652,99120.00,19.79,40.03
1653,99180.00,19.78,40.04
1654,99240.00,19.76,40.05
1655,99300.00,19.76,40.07
1656,99360.00,19.75,40.10
1657,99420.00,19.74,40.07
1658,99480.00,19.72,40.10
1659,99540.00,19.72,40.13
1660,99600.00,19.70,40.14
1661,99660.00,19.69,40.17
1662,99720.00,19.68,40.15
1663,99780.00,19.68,40.16
1664,99840.00,19.66,40.18
1665,99900.00,19.66,40.18
1666,99960.00,19.65,40.22
1667,100020.00,19.63,40.24
1668,100080.00,19.62,40.22
1669,100140.00,19.61,40.23
1670,100200.00,19.61,40.24
1671,100260.00,19.60,40.29
1672,100320.00,19.58,40.29
1673,100380.00,19.58,40.29
1674,100440.00,19.57,40.30
1675,100500.00,19.57,40.29
1676,100560.00,19.56,40.34
1677,100620.00,19.55,40.36
1678,100680.00,19.53,40.38
1679,100740.00,19.52,40.37
1680,100800.00,19.52,40.36
1681,100860.00,19.51,40.40
1682,100920.00,19.50,40.41
1683,100980.00,19.49,40.39
1684,101040.00,19.49,40.40
1685,101100.00,19.48,40.45
1686,101160.00,19.47,40.43
1687,101220.00,19.46,40.45
1688,101280.00,19.44,40.46
1689,101340.00,19.43,40.53
1690,101400.00,19.43,40.55
1691,101460.00,19.41,40.56
1692,101520.00,19.41,40.56
1693,101580.00,19.40,40.58
1694,101640.00,19.40,40.58
1695,101700.00,19.39,40.55
1696,101760.00,19.37,40.57
1697,101820.00,19.36,40.55
1698,101880.00,19.35,40.62
1699,101940.00,19.34,40.65
1700,102000.00,19.33,40.64
1701,102060.00,19.32,40.67
1702,102120.00,19.31,40.67
1703,102180.00,19.31,40.70
1704,102240.00,19.31,40.66
1705,102300.00,19.30,40.65
1706,102360.00,19.29,40.73
1707,102420.00,19.29,40.72
1708,102480.00,19.28,40.73
1709,102540.00,19.27,40.74
1710,102600.00,19.26,40.74
1711,102660.00,19.26,40.72
1712,102720.00,19.24,40.71
1713,102780.00,19.23,40.73
1714,102840.00,19.23,40.76
1715,102900.00,19.22,40.78
1716,102960.00,19.21,40.75
1717,103020.00,19.20,40.75
1718,103080.00,19.19,40.75
1719,103140.00,19.18,40.79
1720,103200.00,19.18,40.76
1721,103260.00,19.17,40.77
1722,103320.00,19.17,40.76
1723,103380.00,19.16,40.80
1724,103440.00,19.15,40.81
1725,103500.00,19.15,40.83
1726,103560.00,19.14,40.86
1727,103620.00,19.13,40.87
1728,103680.00,19.13,40.85
1729,103740.00,19.11,40.86
1730,103800.00,19.10,40.89
1731,103860.00,19.10,40.87
1732,103920.00,19.10,40.90
1733,103980.00,19.08,40.90
1734,104040.00,19.07,40.92
1735,104100.00,19.07,40.90
1736,104160.00,19.06,40.91
1737,104220.00,19.05,40.93
1738,104280.00,19.05,40.93
1739,104340.00,19.04,40.94
1740,104400.00,19.03,40.95
1741,104460.00,19.02,40.94
1742,104520.00,19.03,40.97
1743,104580.00,19.02,40.99
1744,104640.00,19.01,41.01
1745,104700.00,19.01,41.03
1746,104760.00,19.00,40.99
1747,104820.00,19.00,40.94
1748,104880.00,18.99,40.96
1749,104940.00,18.98,40.95
1750,105000.00,18.97,40.97
1751,105060.00,18.97,40.99
1752,105120.00,18.96,41.00
1753,105180.00,18.95,41.02
1754,105240.00,18.94,41.02
1755,105300.00,18.93,41.03
1756,105360.00,18.93,41.03
1757,105420.00,18.92,41.02
1758,105480.00,18.91,41.05
1759,105540.00,18.91,41.05
1760,105600.00,18.91,41.06
1761,105660.00,18.90,41.09
1762,105720.00,18.89,41.08
1763,105780.00,18.87,41.09
1764,105840.00,18.87,41.11
1765,105900.00,18.87,41.12
1766,105960.00,18.87,41.11
1767,106020.00,18.86,41.09
1768,106080.00,18.86,41.12
1769,106140.00,18.85,41.12
1770,106200.00,18.85,41.12
1771,106260.00,18.84,41.15
1772,106320.00,18.84,41.19
1773,106380.00,18.83,41.20
1774,106440.00,18.82,41.19
1775,106500.00,18.81,41.16
1776,106560.00,18.80,41.16
1777,106620.00,18.79,41.18
1778,106680.00,18.78,41.18
1779,106740.00,18.77,41.18
1780,106800.00,18.78,41.20
1781,106860.00,18.79,41.18
1782,106920.00,18.77,41.20
